2024-02-23 13:15:13,342 INFO logger has been initialized
2024-02-23 13:15:14,196 DEBUG Class Game=<class 'game.Game.Game'> initializing....
2024-02-23 13:15:14,198 DEBUG Class SceneHandler=<class 'game.SceneHandler.SceneHandler'> initializing....
2024-02-23 13:15:14,198 DEBUG Importing scenes...
2024-02-23 13:15:14,198 DEBUG Mapsdirectory: os.listdir(mapsDirectory)=['TestMaps']
2024-02-23 13:15:14,198 DEBUG Fetching maps from folder='TestMaps' 
 Current Map: mapModulePath='gamedata.Maps.TestMaps.TestMap1'
2024-02-23 13:15:14,203 DEBUG Creating properties for tile name='yellow'. 
2024-02-23 13:15:14,203 DEBUG Creating properties for tile name='blue'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='black'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='orange'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='white'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='purple'. 
2024-02-23 13:15:14,204 DEBUG Creating properties for tile name='green'. 
2024-02-23 13:15:14,205 DEBUG Creating properties for tile name='red'. 
2024-02-23 13:15:14,205 DEBUG Loading map module: mapModule=<module 'gamedata.Maps.TestMaps.TestMap1' from 'C:\\Users\\david\\Documents\\GitHub\\pygameRPG\\pygameRPG\\gamedata\\Maps\\TestMaps\\TestMap1.py'>
2024-02-23 13:15:14,205 DEBUG Class TileMap=<class 'game.utils.TileMap.TileMap'> initializing....
2024-02-23 13:15:14,205 DEBUG tile_map=(('N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N'), ('Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y', 'Y'), ('B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B', 'B'), ('G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G'), ('W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W', 'W'), ('P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P'), ('O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O'), ('R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R', 'R'))
2024-02-23 13:15:14,205 DEBUG xvalue=0, yvalue=0, layerNumber=0
2024-02-23 13:15:14,219 DEBUG Class Game=<class 'game.Game.Game'> intialized.
2024-02-23 13:15:14,219 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,227 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,248 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,272 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,295 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,317 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,341 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,363 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,388 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,410 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,432 DEBUG CURRENT FPS: 0.0
2024-02-23 13:15:14,456 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,474 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,497 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,521 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,544 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,566 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,589 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,611 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,634 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,658 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:14,678 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,701 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,724 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,746 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,768 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,791 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,814 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,837 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,857 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,879 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:14,901 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:14,922 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:14,944 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:14,967 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:14,990 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:15,015 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:15,036 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:15,059 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:15,082 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:15,105 DEBUG CURRENT FPS: 44.843048095703125
2024-02-23 13:15:15,128 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,152 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,172 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,196 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,217 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,241 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,264 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,286 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,309 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,332 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,355 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,375 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,398 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,419 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,442 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,463 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,486 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,509 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,531 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,554 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:15,575 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,599 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,621 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,644 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,667 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,690 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,712 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,734 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,757 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,778 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,802 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,822 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,845 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,869 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,890 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,912 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,935 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,960 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:15,981 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:16,005 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:16,026 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,047 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,071 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,092 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,116 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,139 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,162 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,184 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,207 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,229 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:16,253 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,277 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,298 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,323 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,345 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,366 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,388 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,412 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,435 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,459 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:16,480 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,504 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,525 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,549 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,572 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,594 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,616 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,641 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,664 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,687 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,707 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,730 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,752 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,774 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,796 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,820 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,842 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,864 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,887 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,911 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,933 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,956 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:16,978 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,001 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,024 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,046 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,069 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,091 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,115 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,136 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,160 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,184 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,206 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,228 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,251 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,275 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,297 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,321 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,341 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,364 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,387 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,409 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,432 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,456 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,477 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,499 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,523 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,545 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,565 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,588 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:17,611 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,634 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,659 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,679 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,701 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,725 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,747 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,769 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,792 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,815 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:17,837 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,861 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,884 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,906 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,929 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,955 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,976 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:17,999 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:18,020 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:18,044 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:18,067 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,091 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,114 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,137 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,160 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,182 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,206 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,231 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,252 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,274 DEBUG CURRENT FPS: 43.4782600402832
2024-02-23 13:15:18,297 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,319 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,342 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,365 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,390 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,411 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,434 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,456 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,479 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,503 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,525 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,548 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,570 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,594 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,616 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,640 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,661 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,684 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,708 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,732 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:18,753 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,775 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,798 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,821 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,843 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,867 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,889 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,912 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,934 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,958 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:18,980 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,004 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,027 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,049 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,072 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,096 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,119 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,141 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,163 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,187 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:19,210 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,232 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,254 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,277 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,300 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,322 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,346 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,369 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,391 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,415 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:19,438 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,461 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,482 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,505 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,529 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,549 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,572 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,595 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,618 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,640 DEBUG CURRENT FPS: 43.668121337890625
2024-02-23 13:15:19,663 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,686 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,707 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,728 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,750 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,773 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,796 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,817 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,839 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,861 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:19,884 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:19,907 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:19,927 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:19,951 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:19,974 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:19,995 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:20,017 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:20,039 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:20,061 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:20,082 DEBUG CURRENT FPS: 45.45454406738281
2024-02-23 13:15:20,107 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,129 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,151 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,174 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,197 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,220 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,242 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,264 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,286 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,309 DEBUG CURRENT FPS: 44.64285659790039
2024-02-23 13:15:20,332 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,355 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,379 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,400 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,422 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,446 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,468 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,491 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,515 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,537 DEBUG CURRENT FPS: 44.24778747558594
2024-02-23 13:15:20,560 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,585 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,607 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,629 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,651 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,675 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,698 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,720 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,742 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,766 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:20,787 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,809 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,831 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,854 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,876 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,900 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,922 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,946 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,968 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:20,991 DEBUG CURRENT FPS: 44.05286407470703
2024-02-23 13:15:21,012 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,036 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,058 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,082 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,102 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,126 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,149 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,172 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,196 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,218 DEBUG CURRENT FPS: 44.4444465637207
2024-02-23 13:15:21,241 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,262 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,285 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,308 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,330 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,354 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,376 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,399 DEBUG CURRENT FPS: 43.859649658203125
2024-02-23 13:15:21,422 DEBUG CURRENT FPS: 43.859649658203125
